,gender,meaning,name,origin
5209,m,EINRÍ   m   IrishIrish form of HENRY.,EINRÍ,[Irish]
5210, (1),"EIRA  (1)   f   WelshMeans ""snow"" in Welsh.",EIRA  (1),[Welsh]
5211,m,"EIRAN   m   Hebrew, Biblical HebrewHebrew form of ERAN.",EIRAN,"[Hebrew, Biblical Hebrew]"
5212,f,EIREEN   f   IrishIrish form of IRENE.,EIREEN,[Irish]
5213,f,"EIRENE   f   Greek Mythology, Ancient GreekOriginal Greek form of IRENE.",EIRENE,"[Greek Mythology, Ancient Greek]"
5214,m,EIRIK   m   NorwegianNorwegian form of Eiríkr (see ERIC).,EIRIK,[Norwegian]
5215,m,EIRÍKUR   m   IcelandicIcelandic form of Eiríkr (see ERIC).,EIRÍKUR,[Icelandic]
5216,f,"EIRWEN   f   WelshMeans ""white snow"" from the Welsh elements eira ""snow"" and gwen ""white, blessed"".",EIRWEN,[Welsh]
5217,f,"EITHNE   f   Irish, ScottishMeans ""kernel, grain"" in Irish. This was the name of a 5th-century Irish saint, sister of Saint Fidelma and follower of Saint Patrick.",EITHNE,"[Irish, Scottish]"
5218,m,EIŽENS   m   LatvianLatvian form of Eugenius (see EUGENE).,EIŽENS,[Latvian]
5219,m,"EJIROGHENE   m & f   Western African, UrhoboMeans ""praise God"" in Urhobo.",EJIROGHENE,"[Western African, Urhobo]"
5220, (1),"EKA  (1)   m & f   IndonesianMeans ""one, first"" in Indonesian, ultimately from Sanskrit एक (eka).",EKA  (1),[Indonesian]
5221,m,"EKAIN   m   BasqueMeans ""June (the month)"" in Basque.",EKAIN,[Basque]
5222,f,"EKATERINA   f   Bulgarian, Macedonian, RussianBulgarian and Macedonian form of KATHERINE, and a variant Russian transcription of YEKATERINA.",EKATERINA,"[Bulgarian, Macedonian, Russian]"
5223,m,EKBER   m   TurkishTurkish form of AKBAR.,EKBER,[Turkish]
5224,m,"EKENEDILICHUKWU   m & f   Western African, IgboMeans ""all praise to God"" in Igbo.",EKENEDILICHUKWU,"[Western African, Igbo]"
5225,f,"EKİN   f   TurkishMeans ""harvest"" in Turkish.",EKİN,[Turkish]
5226,m,"EKKEHARD   m   German, Ancient GermanicDerived from the Germanic elements ag ""edge"" and hard ""brave, hardy"".",EKKEHARD,"[German, Ancient Germanic]"
5227,m,"EKO   m & f   Indonesian, JavaneseJavanese form of EKA  (1).",EKO,"[Indonesian, Javanese]"
5228,f,"EKUA   f   Western African, AkanVariant of AKUA.",EKUA,"[Western African, Akan]"
5229,m,"EKWUEME   m   Western African, IgboMeans ""he says, he does"" in Igbo.",EKWUEME,"[Western African, Igbo]"
5230, (1),ELA  (1)   f   PolishDiminutive of ELŻBIETA.,ELA  (1),[Polish]
5231,m,ELADIO   m   SpanishSpanish form of HELLADIUS.,ELADIO,[Spanish]
5232,f,"ELAHEH   f   PersianMeans ""goddess"" in Persian.",ELAHEH,[Persian]
5233,f,ELAINA   f   EnglishVariant of ELAINE.,ELAINA,[English]
5234,m,"ELAM   m   BiblicalPossibly means either ""hidden"" or ""eternity"" in Hebrew. This was the name of several characters in the Old Testament, including a son of Shem who was the ancestor of the Elamite peoples.",ELAM,[Biblical]
5235,m,'EL'AZAR   m   Biblical HebrewHebrew form of ELEAZAR.,'EL'AZAR,[Biblical Hebrew]
5236,f,ELBA   f   SpanishPossibly a Spanish variant form of ALBA  (3).,ELBA,[Spanish]
5237,m,ELCHIN   m   AzerbaijaniVariant transcription of ELÇIN.,ELCHIN,[Azerbaijani]
5238,f,ELDA   f   ItalianItalian form of HILDA.,ELDA,[Italian]
5239,m,"ELDAR   m   AzerbaijaniFrom Turkic el ""country, society"" and Persian در (dar) ""possessor"".",ELDAR,[Azerbaijani]
5240,m,"ELDON   m   EnglishFrom a surname which was from a place name meaning ""Ella's hill"" in Old English.",ELDON,[English]
5241,f,"ELEA   f   EnglishShort form of ELEANOR. This was also the name of an ancient Italian town (modern Velia) which is well known for being the home of the philosopher Parmenides and his student Zeno of Elea, who was famous for his paradoxes.",ELEA,[English]
5242,f,ELEANORA   f   EnglishLatinate form of ELEANOR.,ELEANORA,[English]
5243,m,"ELEAZAR   m   Biblical, Biblical Latin, Biblical GreekFrom the Hebrew name אֶלְעָזָר ('El'azar) meaning ""my God has helped"". In the Old Testament this is the name of one of the sons of Aaron.",ELEAZAR,"[Biblical, Biblical Latin, Biblical Greek]"
5244,f,ELEFTHERIA   f   GreekFeminine form of ELEFTHERIOS.,ELEFTHERIA,[Greek]
5245,m,ELEK   m   HungarianHungarian form of ALEXIS.,ELEK,[Hungarian]
5246,f,"ELEN   f   WelshWelsh form of HELEN. This was the name of a 4th-century Welsh saint. It also appears in the Mabinogion, a collection of tales from Welsh myth, belonging to a woman who built the roads in Wales.",ELEN,[Welsh]
5247,f,"ELENE   f   Georgian, SardinianGeorgian and Sardinian form of HELEN.",ELENE,"[Georgian, Sardinian]"
5248,f,ELENORA   f   EnglishForm of ELEANOR.,ELENORA,[English]
5249,f,ELEONOR   f   SwedishSwedish variant of ELEANOR.,ELEONOR,[Swedish]
5250,f,ÉABHA   f   IrishIrish form of EVE.,ÉABHA,[Irish]
5251,f,EADAN   f   IrishModern form of ÉTAÍN.,EADAN,[Irish]
5252,m,"EADBERHT   m   Anglo-SaxonDerived from the Old English elements ead ""wealth, fortune"" and beorht ""bright"". This was the name of an 8th-century king of Northumbria and three kings of Kent.",EADBERHT,[Anglo-Saxon]
5253,f,"EADBURG   f   Anglo-SaxonDerived from the Old English elements ead ""wealth, fortune"" and burg ""fortress"".",EADBURG,[Anglo-Saxon]
5254,m,EADGAR   m   Anglo-SaxonOld English form of EDGAR.,EADGAR,[Anglo-Saxon]
5255,m,EADMUND   m   Anglo-SaxonOld English form of EDMUND.,EADMUND,[Anglo-Saxon]
5256,m,EADWEARD   m   Anglo-SaxonOld English form of EDWARD.,EADWEARD,[Anglo-Saxon]
5257,m,EADWINE   m   Anglo-SaxonOld English form of EDWIN.,EADWINE,[Anglo-Saxon]
5258,m,EALAIR   m   ScottishScottish Gaelic form of HILARY.,EALAIR,[Scottish]
5259,f,"EALDGYÐ   f   Anglo-SaxonDerived from the Old English elements eald ""old"" and gyð ""battle"".",EALDGYÐ,[Anglo-Saxon]
5260,m,"EALDWINE   m   Anglo-SaxonFrom the Old English elements eald ""old"" and wine ""friend"". This name was rarely used after the Norman conquest.",EALDWINE,[Anglo-Saxon]
5261,m,"EALHSTAN   m   Anglo-SaxonDerived from the Old English element ealh ""temple"" combined with stan ""stone"".",EALHSTAN,[Anglo-Saxon]
5262,m,"ÉAMON   m   IrishVariant of ÉAMONN. This name was borne by American-born Irish president Éamon de Valera (1882-1975), whose birth name was Edward.",ÉAMON,[Irish]
5263,m,ÉAMONN   m   IrishIrish form of EDMUND.,ÉAMONN,[Irish]
5264,m,ÉANNA   m   IrishVariant of ÉNNA.,ÉANNA,[Irish]
5265,m,"EARDWULF   m   Anglo-SaxonDerived from the Old English element eard ""land"" combined with wulf ""wolf"".",EARDWULF,[Anglo-Saxon]
5266,m,EARLE   m   EnglishVariant of EARL.,EARLE,[English]
5267,f,EARLENE   f   EnglishFeminine form of EARL.,EARLENE,[English]
5268,m,EARNEST   m   EnglishVariant of ERNEST influenced by the spelling of the English word earnest.,EARNEST,[English]
5269,f,EARTHA   f   EnglishCombination of the English word earth with the feminine name suffix a. It has been used in honour of African-American philanthropist Eartha M. M. White (1876-1974). Another famous bearer was American singer and actress Eartha Kitt (1927-2008).,EARTHA,[English]
5270,m,EASTMUND   m   Anglo-SaxonOld English form of ESMOND.,EASTMUND,[Anglo-Saxon]
5271,f,EAVAN   f   IrishAnglicized form of AOIBHEANN.,EAVAN,[Irish]
5272, (2),"EBBA  (2)   f   EnglishFrom the Old English name Æbbe, meaning unknown, perhaps a contracted form of a longer name. Saint Ebba was a 7th-century daughter of king Æthelfrith of Bernicia and the founder of monasteries in Scotland. Another saint Ebba was a 9th-century abbess and martyr who mutilated her own face so that she would not be raped by the invading Danes.",EBBA  (2),[English]
5273,f,"EBELE   f   Western African, IgboMeans ""mercy, kindness"" in Igbo.",EBELE,"[Western African, Igbo]"
5274,m,"EBENEZER   m   BiblicalMeans ""stone of help"" in Hebrew. This was the name of a monument erected by Samuel in the Old Testament. Charles Dickens used it for the miserly character Ebenezer Scrooge in his novel 'A Christmas Carol' (1843).",EBENEZER,[Biblical]
5275,m,EBERARDO   m   SpanishSpanish form of EVERARD.,EBERARDO,[Spanish]
5276,f,EBONY   f   EnglishFrom the English word ebony for the black wood which comes from the ebony tree. It is ultimately from the Egyptian word hbnj. In America this name is most often used by black parents.,EBONY,[English]
5277,f,"EBRU   f   TurkishMeans ""paper marbling"" in Turkish. Paper marbling is the art of creating colourful patterns on paper.",EBRU,[Turkish]
5278,m,EBURWIN   m   Ancient GermanicOld Germanic cognate of EOFORWINE.,EBURWIN,[Ancient Germanic]
5279,f,"ECE   f   TurkishMeans ""queen"" in Turkish.",ECE,[Turkish]
5280,f,"ECHO   f   Greek MythologyMeans ""echo"" from the word for the repeating reflected sound, which derives from Greek ηχη (eche) ""sound"". In Greek mythology Echo was a nymph given a speech impediment by Hera, so that she could only repeat what others said. She fell in love with Narcissus, but her love was not returned, and she pined away until nothing remained of her except her voice.",ECHO,[Greek Mythology]
5281,m,ECKBERT   m   German (Rare)German cognate of EGBERT.,ECKBERT,[German (Rare)]
5282,m,ECKHARD   m   GermanVariant of EKKEHARD.,ECKHARD,[German]
5283,f,"ECRİN   f   TurkishMeaning unknown, possibly from an Arabic word meaning ""reward"".",ECRİN,[Turkish]
5284, (1),"EDA  (1)   f   TurkishMeans ""well-mannered"" in Turkish.",EDA  (1),[Turkish]
5285,m,"EDAN   m   Irish, ScottishVariant of AIDAN.",EDAN,"[Irish, Scottish]"
5286, (1),EDDA  (1)   f   ItalianItalian form of HEDDA.,EDDA  (1),[Italian]
5287,m,"EDDIE   m & f   EnglishDiminutive of EDWARD, EDMUND, and other names beginning with Ed.",EDDIE,[English]
5288,m,EDE   m   HungarianDiminutive of EDVÁRD or EDUÁRD.,EDE,[Hungarian]
5289,m,EDELMIRO   m   SpanishSpanish form of ADELMAR.,EDELMIRO,[Spanish]
5290, (1),"EDER  (1)   m   BiblicalMeans ""flock"" in Hebrew. This was the name of a son of Beriah in the Old Testament.",EDER  (1),[Biblical]
5291,f,EDERNE   f   BasqueFeminine variant of EDER  (2).,EDERNE,[Basque]
5292,m,EDGARAS   m   LithuanianLithuanian form of EDGAR.,EDGARAS,[Lithuanian]
5293,m,"EDGARDO   m   Spanish, ItalianSpanish and Italian form of EDGAR.",EDGARDO,"[Spanish, Italian]"
5294,f,EDIE   f   EnglishDiminutive of EDITH.,EDIE,[English]
5295,m,"EDISON   m   EnglishFrom an English surname which meant either ""son of EDA  (2)"" or ""son of ADAM"". A famous bearer of the surname was the inventor Thomas Edison (1847-1931).",EDISON,[English]
5296,f,"EDITA   f   Czech, Slovak, Slovene, Croatian, LithuanianCognate of EDITH.",EDITA,"[Czech, Slovak, Slovene, Croatian, Lithuanian]"
5297,f,ÉDITH   f   FrenchFrench form of EDITH.,ÉDITH,[French]
5298,m,"EDİZ   m   TurkishMeans ""high"" in Turkish.",EDİZ,[Turkish]
5299,m,EDMÉ   m   French (Archaic)Short form of EDMOND.,EDMÉ,[French (Archaic)]
5300,m,"EDMOND   m   FrenchFrench form of EDMUND. A notable bearer was the English astronomer Edmond Halley (1656-1742), for whom Halley's comet is named.",EDMOND,[French]
5301,f,EDMONDE   f   FrenchFrench feminine form of EDMUND.,EDMONDE,[French]
5302,m,"EDMUND   m   English, German, PolishFrom the Old English elements ead ""wealth, fortune"" and mund ""protection"". This was the name of two Anglo-Saxon kings of England. It was also borne by two saints, including a 9th-century king of East Anglia who, according to tradition, was shot to death with arrows after refusing to divide his Christian kingdom with an invading pagan Danish leader. This Old English name remained in use after the Norman conquest (even being used by king Henry III for one of his sons), though it became less common after the 15th century.... [more]",EDMUND,"[English, German, Polish]"
5303, (1),"EDNA  (1)   f   Irish, Scottish, EnglishAnglicized form of EITHNE.",EDNA  (1),"[Irish, Scottish, English]"
5304,f,'EDNAH   f   Biblical HebrewHebrew form of EDNA  (2).,'EDNAH,[Biblical Hebrew]
5305,m,"EDOM   m   BiblicalMeans ""red"" in Hebrew. According to the Old Testament, Esau was given this name because he traded his birthright for a helping of red broth. The bible goes on to tell that Esau was the founder of the ancient nation of Edom, located to the south of the kingdom of Judah.",EDOM,[Biblical]
5306,m,ÉDOUARD   m   FrenchFrench form of EDWARD.,ÉDOUARD,[French]
5307,m,"EDSEL   m   VariousVariant of ETZEL notably borne by Edsel Ford (1893-1943), the son of the American industrialist Henry Ford.",EDSEL,[Various]
5308,m,EDUÁRD   m   HungarianHungarian form of EDWARD.,EDUÁRD,[Hungarian]
5309,f,EDUARDA   f   PortuguesePortuguese feminine form of EDWARD.,EDUARDA,[Portuguese]
5310,m,EDUARDS   m   LatvianLatvian form of EDWARD.,EDUARDS,[Latvian]
5311,f,EDURNE   f   BasqueFeminine form of EDUR.,EDURNE,[Basque]
5312,m,"EDVARD   m   Swedish, Norwegian, Danish, Finnish, Slovene, Czech, ArmenianForm of EDWARD.",EDVARD,"[Swedish, Norwegian, Danish, Finnish, Slovene, Czech, Armenian]"
5313,m,"EDVIN   m   Swedish, Norwegian, Danish, Finnish, Estonian, HungarianScandinavian, Finnish, Estonian and Hungarian form of EDWIN.",EDVIN,"[Swedish, Norwegian, Danish, Finnish, Estonian, Hungarian]"
5314,f,EDWEENA   f   English (Rare)Variant of EDWINA.,EDWEENA,[English (Rare)]
5315,f,EDWIGE   f   FrenchFrench form of HEDWIG.,EDWIGE,[French]
5316,f,EDWINA   f   EnglishFeminine form of EDWIN.,EDWINA,[English]
5317,f,EDWYNA   f   English (Rare)Variant of EDWINA.,EDWYNA,[English (Rare)]
5318,f,EDYTHA   f   English (Rare)Elaborated form of EDYTHE.,EDYTHA,[English (Rare)]
5319,m,EELIS   m   FinnishFinnish form of ELIJAH.,EELIS,[Finnish]
5320,m,EEMIL   m   FinnishFinnish form of EMIL.,EEMIL,[Finnish]
5321,f,EERIKA   f   FinnishFinnish form of ERICA.,EERIKA,[Finnish]
5322,m,EERO   m   FinnishFinnish form of ERIC. A famous bearer was the architect Eero Saarinen (1910-1961).,EERO,[Finnish]
5323,f,EEVA   f   FinnishFinnish form of EVA.,EEVA,[Finnish]
5324,f,EFA   f   WelshWelsh form of EVA.,EFA,[Welsh]
5325, (2),"EFE  (2)   m & f   Western African, UrhoboShort form of EFEMENA or other names containing efe ""wealth"".",EFE  (2),"[Western African, Urhobo]"
5326, (1),EFFIE  (1)   f   English (Archaic)Diminutive of EUPHEMIA.,EFFIE  (1),[English (Archaic)]
5327,f,EFIGÉNIA   f   PortuguesePortuguese form of IPHIGENEIA.,EFIGÉNIA,[Portuguese]
5328,f,EFIMIA   f   GreekModern Greek form of EUPHEMIA.,EFIMIA,[Greek]
5329,m,"EFRAIM   m   Hebrew, BiblicalVariant of EPHRAIM.",EFRAIM,"[Hebrew, Biblical]"
5330,f,"EFRAT   f   Hebrew, Biblical HebrewHebrew form of EPHRATH.",EFRAT,"[Hebrew, Biblical Hebrew]"
5331,f,EFROSYNI   f   GreekModern Greek form of EUPHROSYNE.,EFROSYNI,[Greek]
5332,f,EFTHALIA   f   GreekModern Greek form of EUTHALIA.,EFTHALIA,[Greek]
5333,f,EFTYCHIA   f   GreekModern Greek form of EUTYCHIA.,EFTYCHIA,[Greek]
5334,m,"EGBERT   m   English, DutchMeans ""bright edge"" from the Old English elements ecg ""edge of a sword"" and beorht ""bright"". This was the name of kings of Kent and Wessex as well as two English saints. The name was rarely used after the Norman conquest but was revived in the 19th century.",EGBERT,"[English, Dutch]"
5335,m,EGÍDIO   m   PortuguesePortuguese form of Aegidius (see GILES).,EGÍDIO,[Portuguese]
5336,m,"EGIL   m   Swedish, Norwegian, DanishFrom the Old Norse name Egill, a diminutive of names that began with the element agi ""awe, terror"". This was the name of a semi-legendary Icelandic warrior.",EGIL,"[Swedish, Norwegian, Danish]"
5337,m,"EGILL   m   Ancient Scandinavian, IcelandicOld Norse and Icelandic form of EGIL.",EGILL,"[Ancient Scandinavian, Icelandic]"
5338,f,EGLANTINE   f   English (Rare)From the English word for the flower also known as sweetbrier. It was first used as a given name (in the form Eglentyne) in Geoffrey Chaucer's 14th-century story 'The Prioress's Tale'.,EGLANTINE,[English (Rare)]
5339,m,EGNATIUS   m   Ancient RomanEarlier form of IGNATIUS.,EGNATIUS,[Ancient Roman]
5340,m,"EGUZKI   m   BasqueMeans ""sun"" in Basque.",EGUZKI,[Basque]
5341,f,"EHA   f   EstonianMeans ""dusk"" in Estonian.",EHA,[Estonian]
5342,m,EHSAN   m & f   PersianPersian form of IHSAN.,EHSAN,[Persian]
5343,m,"ÉIBHEAR   m   Irish, Irish MythologyMeaning unknown. According to Irish legend this name belonged to two of the sons of Míl, Éibhear Dunn and Éibhear Finn, the first of the Gaels to conquer Ireland.",ÉIBHEAR,"[Irish, Irish Mythology]"
5344,f,EIBHLÍN   f   IrishIrish form of AVELINE.,EIBHLÍN,[Irish]
5345,f,"EIDEL   f   YiddishMeans ""delicate"" in Yiddish.",EIDEL,[Yiddish]
5346,m,EIFION   m   WelshMeaning unknown. This was an old Welsh name that was revived in the 19th century.,EIFION,[Welsh]
5347,f,EIJA   f   FinnishPossibly from the Finnish happy exclamation eijaa.,EIJA,[Finnish]
5348,f,"EILEEN   f   Irish, EnglishAnglicized form of EIBHLÍN. It is also sometimes considered an Irish form of HELEN. It first became popular in the English-speaking world outside of Ireland near the end of the 19th century.",EILEEN,"[Irish, English]"
5349,f,EILEITHYIA   f   Greek MythologyGreek form of ILITHYIA.,EILEITHYIA,[Greek Mythology]
5350,f,"EILIDH   f   ScottishDiminutive of EILIONOIR, sometimes taken to be a Gaelic form of HELEN.",EILIDH,[Scottish]
5351,f,EILÍS   f   IrishIrish Gaelic form of ELIZABETH (or sometimes of ALICE).,EILÍS,[Irish]
5352,f,EILUNED   f   WelshVariant of ELUNED.,EILUNED,[Welsh]
5353,f,EIMEAR   f   IrishVariant of ÉIMHEAR.,EIMEAR,[Irish]
5354,m,"ÉIMHÍN   m   IrishPossibly means ""swift, prompt"" in Irish Gaelic.",ÉIMHÍN,[Irish]
5355,m,"EINAR   m   Norwegian, Icelandic, Swedish, DanishFrom the Old Norse name Einarr, derived from the elements ein ""one, alone"" and arr ""warrior"". This name shares the same roots as einherjar, the word for the slain warriors in Valhalla.",EINAR,"[Norwegian, Icelandic, Swedish, Danish]"
5356,m,"EINDRIDE   m   NorwegianDerived from the Old Norse name Eindriði, possibly from the elements ein ""one, alone"" and ríða ""to ride"".",EINDRIDE,[Norwegian]
5357,f,EINI   f   FinnishFeminine form of EINO.,EINI,[Finnish]
5358,m,"EINO   m   FinnishMeaning unknown, possibly a Finnish form of a Scandinavian name.",EINO,[Finnish]
5359,f,"EIR   f   Norse Mythology, Icelandic, NorwegianMeans ""mercy"" in Old Norse. This was the name of a Norse goddess of healing and medicine.",EIR,"[Norse Mythology, Icelandic, Norwegian]"
5360, (2),"EIRA  (2)   f   Swedish, NorwegianModern form of EIR.",EIRA  (2),"[Swedish, Norwegian]"
5361,f,"EIREANN   f   English (Rare), Irish (Rare)From Éireann, the genitive case of Gaelic Éire, meaning ""Ireland"". It is commonly Anglicized as Erin.",EIREANN,"[English (Rare), Irish (Rare)]"
5362,m,EIRENAIOS   m   Ancient GreekGreek form of IRENAEUS.,EIRENAIOS,[Ancient Greek]
5363,f,"EIRIAN   f & m   WelshMeans ""bright, beautiful"" in Welsh.",EIRIAN,[Welsh]
5364,m,EIRÍKR   m   Ancient ScandinavianOld Norse form of ERIC.,EIRÍKR,[Ancient Scandinavian]
5365,f,"EIRLYS   f   WelshMeans ""snowdrop"" in Welsh.",EIRLYS,[Welsh]
5366,m,"EITAN   m   Hebrew, Biblical HebrewOriginal Hebrew form of ETHAN.",EITAN,"[Hebrew, Biblical Hebrew]"
5367,m,EIVIND   m   NorwegianVariant of ØYVIND.,EIVIND,[Norwegian]
5368,m,"EJIRO   m & f   Western African, UrhoboShort form of EJIROGHENE or other names containing ejiro ""praise"".",EJIRO,"[Western African, Urhobo]"
5369,m,EJVIND   m   DanishDanish form of ØYVIND.,EJVIND,[Danish]
5370, (2),EKA  (2)   f   GeorgianShort form of EKATERINE.,EKA  (2),[Georgian]
5371,m,"EKAITZ   m   BasqueMeans ""storm"" in Basque.",EKAITZ,[Basque]
5372,f,EKATERINE   f   GeorgianGeorgian form of KATHERINE.,EKATERINE,[Georgian]
5373,m,"EKENE   m & f   Western African, IgboMeans ""praise"" in Igbo.",EKENE,"[Western African, Igbo]"
5374,m,EKEWAKA   m   HawaiianHawaiian form of EDWARD.,EKEWAKA,[Hawaiian]
5375,m,EKKEBERT   m   Ancient GermanicOld Germanic form of ECKBERT.,EKKEBERT,[Ancient Germanic]
5376,m,EKKEHARDT   m   German (Rare)Variant of EKKEHARD.,EKKEHARDT,[German (Rare)]
5377,m,EKREM   m   TurkishTurkish form of AKRAM.,EKREM,[Turkish]
5378,f,"EKUNDAYO   f & m   Western African, YorubaMeans ""sorrow becomes joy"" in Yoruba.",EKUNDAYO,"[Western African, Yoruba]"
5379,m,"EL   m   Near Eastern MythologyFrom a Semitic word meaning ""god"", perhaps originally derived from a root meaning ""power"". This was the name of the chief Semitic god, the father of the gods and mankind. In some cases it was used as a title and applied to other gods of the pantheon. It was used by the Hebrews to refer to Yahweh.",EL,[Near Eastern Mythology]
5380, (2),"ELA  (2)   f   TurkishMeans ""hazel (colour)"" in Turkish.",ELA  (2),[Turkish]
5381,f,"ELAH   f & m   Hebrew, Biblical, Biblical HebrewMeans ""oak tree"" or ""terebinth tree"" in Hebrew. This was the name of the fourth king of Israel, as told in the Old Testament. He was murdered by Zimri, who succeeded him. In modern Hebrew this is typically a feminine name.",ELAH,"[Hebrew, Biblical, Biblical Hebrew]"
5382,f,"ELAIN   f   WelshMeans ""fawn"" in Welsh.",ELAIN,[Welsh]
5383,f,"ELAINE   f   English, Arthurian RomanceFrom an Old French form of HELEN. It appears in Arthurian legend; in Thomas Malory's 15th-century compilation 'Le Morte d'Arthur' Elaine was the daughter of Pelleas, the lover of Lancelot, and the mother of Galahad. It was not commonly used as an English given name until after the appearance of Tennyson's Arthurian epic 'Idylls of the King' (1859).",ELAINE,"[English, Arthurian Romance]"
5384,f,"ELANOR   f   LiteratureMeans ""star sun"" in Sindarin. In 'The Lord of the Rings' (1954) by J. R. R. Tolkien this is Sam's eldest daughter, named after a type of flower.",ELANOR,[Literature]
5385,m,ELAZAR   m   HebrewModern Hebrew transcription of ELEAZAR.,ELAZAR,[Hebrew]
5386,m,ELBERT   m   DutchDutch variant of ADELBERT.,ELBERT,[Dutch]
5387,m,"ELÇIN   m   AzerbaijaniPossibly means ""ambassador"" in Azerbaijani.",ELÇIN,[Azerbaijani]
5388,m,"ELDAD   m   BiblicalMeans ""God has loved"" in Hebrew. In the Old Testament he is one of the two elders who prophesizes in the Israelite camp.",ELDAD,[Biblical]
5389,m,ELDER   m   PortugueseVariant of HÉLDER.,ELDER,[Portuguese]
5390,m,ELDRED   m   EnglishFrom an English surname which was derived from EALDRÆD.,ELDRED,[English]
5391,f,"ELEANOR   f   EnglishFrom the Old French form of the Occitan name Aliénor. Among the name's earliest bearers was the influential Eleanor of Aquitaine (12th century), who was the queen of Louis VII, the king of France, and later Henry II, the king of England. She was named Aenor after her mother, and was called by the Occitan phrase alia Aenor ""the other AENOR"" in order to distinguish her from her mother. However, there appear to be examples of bearers prior to Eleanor of Aquitaine. It is not clear whether they were in fact Aenors who were retroactively recorded as having the name Eleanor, or whether there is an alternative explanation for the name's origin.... [more]",ELEANOR,[English]
5392,f,ELEANORE   f   EnglishVariant of ELEANOR.,ELEANORE,[English]
5393,f,"ELECTRA   f   Greek Mythology (Latinized)Latinized form of Greek Ηλεκτρα (Elektra), derived from ηλεκτρον (elektron) meaning ""amber"". In Greek myth she was the daughter of Agamemnon and Clytemnestra and the sister of Orestes. She helped her brother kill their mother and her lover Aegisthus in vengeance for Agamemnon's murder. Also in Greek mythology, this name was borne by one of the Pleiades, who were the daughters of Atlas and Pleione.",ELECTRA,[Greek Mythology (Latinized)]
5394,m,ELEFTHERIOS   m   GreekModern Greek form of Eleutherios (see ELEUTHERIUS).,ELEFTHERIOS,[Greek]
5395,f,ELEKTRA   f   Greek MythologyGreek form of ELECTRA.,ELEKTRA,[Greek Mythology]
5396,f,"ELENA   f   Italian, Spanish, Romanian, Bulgarian, Macedonian, Slovak, Lithuanian, Russian, German, Medieval SlavicCognate of HELEN, and a variant transcription of Russian YELENA.",ELENA,"[Italian, Spanish, Romanian, Bulgarian, Macedonian, Slovak, Lithuanian, Russian, German, Medieval Slavic]"
5397,f,ELENI   f   GreekModern Greek form of HELEN.,ELENI,[Greek]
5398,f,ELEONOORA   f   Finnish (Rare)Finnish form of ELEANOR.,ELEONOORA,[Finnish (Rare)]
5399,f,ELEONÓRA   f   HungarianHungarian form of ELEANOR.,ELEONÓRA,[Hungarian]
5400,f,"ELEONORA   f   Italian, German, Dutch, Swedish, Norwegian, Danish, Polish, BulgarianCognate of ELEANOR.",ELEONORA,"[Italian, German, Dutch, Swedish, Norwegian, Danish, Polish, Bulgarian]"
5401,f,ELEONORE   f   GermanGerman form of ELEANOR.,ELEONORE,[German]
5402,f,ELETTRA   f   ItalianItalian form of ELECTRA.,ELETTRA,[Italian]
5403,m,ELEUTHERIOS   m   Late GreekOriginal Greek form of ELEUTHERIUS.,ELEUTHERIOS,[Late Greek]
5404,f,ELFA   f   IcelandicFeminine form of ALF  (1).,ELFA,[Icelandic]
5405,f,"ELFREDA   f   EnglishMiddle English form of the Old English name Ælfþryð meaning ""elf strength"", derived from the element ælf ""elf"" combined with þryð ""strength"". Ælfþryð was common amongst Anglo-Saxon nobility, being borne for example by the mother of king Æðelræd the Unready. This name was rare after the Norman conquest, but it was revived in the 19th century.",ELFREDA,[English]
5406,f,ELFRIEDA   f   EnglishVariant of ELFREDA.,ELFRIEDA,[English]
5407,f,ELHAM   f   PersianPersian form of ILHAM.,ELHAM,[Persian]
5408, (2),"ELI  (2)   m   HebrewMeans ""my God"" in Hebrew.",ELI  (2),[Hebrew]
5409,m,"ELIA   m   Italian, DutchItalian and Dutch form of ELIJAH.",ELIA,"[Italian, Dutch]"
5410,m,"ELIÁN   m   VariousIn the case of Elian Gonzalez it is a combination of ELIZABETH and JUAN  (1), the names of his parents.",ELIÁN,[Various]
5411, (1),"ELIANA  (1)   f   Italian, Spanish, PortugueseItalian, Spanish and Portuguese form of ÉLIANE.",ELIANA  (1),"[Italian, Spanish, Portuguese]"
5412,f,"ÉLIANE   f   FrenchProbably from Aeliana, the feminine form of the Roman name Aelianus, which was derived from the Roman family name AELIUS. This was the name of an early saint and martyr.",ÉLIANE,[French]
5413,m,"ELÍAS   m   Spanish, IcelandicSpanish and Icelandic form of ELIJAH.",ELÍAS,"[Spanish, Icelandic]"
5414,m,ELIASZ   m   PolishPolish form of ELIJAH.,ELIASZ,[Polish]
5415,f,"ELIDI   f   VariousMeaning unknown, possibly of Greek or Welsh origin. It may have been inspired by the name of the Ηληδα (Ilida) Valley in western Greece.",ELIDI,[Various]
5416,m,'ELI'EZER   m   Biblical HebrewHebrew form of ELIEZER.,'ELI'EZER,[Biblical Hebrew]
5417,f,"ELİF   f   TurkishTurkish form of Alif, the name of the first letter of the Arabic alphabet, ا. It also means ""slender"", from the Turkish phrase elif gibi, literally ""shaped like Elif"".",ELİF,[Turkish]
5418,m,'ELIFELET   m   Biblical HebrewHebrew form of ELIPHELET.,'ELIFELET,[Biblical Hebrew]
